grid-a0.01-g0.9-e0.998,0.01,0.9,0.998,0,-375.10558029137229
grid-a0.001-g0.9-e0.998,0.001,0.9,0.998,0,-131.35967490088785
grid-a0.0001-g0.9-e0.998,0.0001,0.9,0.998,0,-101.75812096890857
grid-a0.01-g0.99-e0.998,0.01,0.99,0.998,0,-1818.5877110109404
grid-a0.001-g0.99-e0.998,0.001,0.99,0.998,1119,202.72998055909756
grid-a0.0001-g0.99-e0.998,0.0001,0.99,0.998,0,155.88336356966039
grid-a0.01-g0.999-e0.998,0.01,0.999,0.998,0,-2403.4821914802965
grid-a0.001-g0.999-e0.998,0.001,0.999,0.998,0,-263.85309442592614
grid-a0.0001-g0.999-e0.998,0.0001,0.999,0.998,1298,200.03058581536061
