grid-a0.01-g0.9-e0.998,0.01,0.9,0.998,0,-619.48240463447507
grid-a0.001-g0.9-e0.998,0.001,0.9,0.998,0,-148.00426125229529
grid-a0.0001-g0.9-e0.998,0.0001,0.9,0.998,0,-128.14691641954579
grid-a0.01-g0.99-e0.998,0.01,0.99,0.998,0,-2069.2567825103297
grid-a0.001-g0.99-e0.998,0.001,0.99,0.998,17,184.87763545116854
grid-a0.0001-g0.99-e0.998,0.0001,0.99,0.998,0,165.66728696248848
grid-a0.01-g0.999-e0.998,0.01,0.999,0.998,0,-792.43172333791063
grid-a0.001-g0.999-e0.998,0.001,0.999,0.998,0,-213.67137283863042
grid-a0.0001-g0.999-e0.998,0.0001,0.999,0.998,99,216.0727492000122
