0,-358.4585601440175,-358.4585601440175
1,-260.42155228302283,-309.44005621352017
2,-133.57813315329381,-250.81941519344471
3,-241.44328853240549,-248.47538352818492
4,-393.47714011437967,-277.47573484542386
5,-687.41486187398061,-345.79892268351665
6,-272.24641517303985,-335.29142161059139
7,-135.85865978172956,-310.36232638198368
8,-158.23054911624541,-293.45879557467947
9,-167.676934523304,-280.88060946954192
10,-281.4796590052548,-280.9350685182431
11,-390.62399349166702,-290.07581226602844
12,-107.12297690144398,-276.00251723798345
13,-256.30508685959626,-274.59555792524151
14,-423.20918343125106,-284.50313295897553
15,-145.39207120057986,-275.8086915990757
16,-241.99256408858542,-273.81950762787039
17,-221.87801438598353,-270.93386911443224
18,-303.63068050754578,-272.65475392459609
19,-104.62344671272515,-264.25318856400253
20,-52.79114882623314,-254.18356762410878
21,-244.40980507759076,-253.73930569017614
22,-95.753536372473363,-246.87035919810214
23,-186.15822208200206,-244.34068681826463
24,-88.602981954663079,-238.11117862372055
25,-62.405512497936769,-231.35326838811349
26,-162.56211388604675,-228.80544785099991
27,-185.66745196662299,-227.26480514084361
28,-304.74355700995011,-229.9364862397783
29,-213.30912393115136,-229.38224082949077
30,-266.56917513102917,-230.58181935534682
31,-204.82790486399642,-229.77700952749211
32,-153.16757012248581,-227.45551136370403
33,-93.000320172758947,-223.50094691691152
34,-95.008819828951758,-219.82974328582696
35,-371.7374444740305,-224.04940165216595
36,-228.87728010309138,-224.17988485354229
37,-126.73404769731232,-221.61552071785206
38,-170.13957834328289,-220.2956247595298
39,-163.817928529585,-218.88368235378115
40,-266.85913035182205,-220.05381523178215
41,-237.22511704330893,-220.46265575110422
42,-371.86101967017396,-223.98354793526863
43,-150.91684907635675,-222.32294114302064
44,-189.79635610352528,-221.60012814214295
45,-343.94683214542357,-224.25983909873602
46,-145.05217988598213,-222.57456975378381
47,-195.4473610295056,-222.00941957202804
48,-199.77809270555204,-221.55571902373259
49,-200.89590613913722,-221.14252276604071
50,-188.9779551183222,-220.51184496902661
51,-245.51260990373203,-220.99262891007862
52,-284.65017067737989,-222.19371460380131
53,-234.94215811860292,-222.42979689111246
54,-228.97431276237452,-222.54878808877177
55,-119.05163973299287,-220.7006247252757
56,-216.11378822372075,-220.62015390945894
57,-258.16862661709342,-221.26754136993537
58,-455.22143341513356,-225.23286157409129
59,-132.16061022926698,-223.68165738501088
60,-149.87027647459394,-222.47163474713517
61,-202.03722324365202,-222.14204746482093
62,-190.10468090347601,-221.63351783686306
63,-178.68978231120389,-220.96252196927466
64,-275.57558295529941,-221.8027229075212
65,-125.18672399758078,-220.33884413615846
66,-124.02552403406381,-218.90133189582866
67,-103.52555178553702,-217.20462924714792
68,-338.34851057424055,-218.96033767217824
69,-375.57486731531077,-221.19768809565156
70,-266.98707792050675,-221.84260907910021
71,-249.76199282058531,-222.23037829773199
72,-206.59194367338878,-222.01615316589167
73,-145.00836296687399,-220.97550735239142
74,-146.8357343168754,-219.98697704525122
75,-260.28556852422145,-220.5172216699745
76,-157.73957351331464,-219.70192753806981
77,-133.98374155113569,-218.60297643567324
78,-141.59989642490871,-217.62825390389139
79,-132.04943240509624,-216.5585186351565
80,-299.6699438057276,-217.58458561257098
81,-335.99600565416978,-219.02862732039537
82,-161.86672511917226,-218.33992970351318
83,-276.26876482613108,-219.02955869306814
84,-300.94675480844643,-219.99329041207261
85,-74.396783343937571,-218.30030777174545
86,-346.90972998728625,-219.77857699261372
87,-162.46199612796551,-219.12725221006085
88,-229.55653463638794,-219.24443515867125
89,-289.6585597173995,-220.02681432043488
90,-146.27573973396201,-219.21636295135278
91,-142.89160810757423,-218.38674605087689
92,-174.91671613981578,-217.91932637441388
93,-217.83687484364373,-217.91844923046952
94,-307.28721502620738,-218.85917308095097
95,-236.20023938534717,-219.03980918828847
96,-256.94423643850234,-219.43057647952779
97,-151.46675806798831,-218.73706812838964
98,-386.56556995600863,-220.43230552058782
99,-201.20210880647079,-220.24000355344666
100,-87.660025008465723,-217.53201820209114
101,-114.59475558473923,-216.07375023510826
102,-199.9141549762129,-216.73711045333749
103,-201.9314197109415,-216.34199176512283
104,-331.75580943255454,-215.72477845830454
105,-149.41201124302563,-210.344749951995
106,-144.51187533963844,-209.06740455366099
107,-296.84558199343542,-210.67727377577805
108,2.4968203184989051,-209.07000008143058
109,-186.4217251730351,-209.25744798792792
110,-296.73891774110314,-209.41004057528642
