0,-2883.8011622163667,-2883.8011622163667
1,-2232.8497983981611,-2558.3254803072641
2,-2211.1476735763558,-2442.5995447302944
3,-3049.5807917066459,-2594.3448564743821
4,-2756.0751845331015,-2626.6909220861262
5,-1988.4629362585749,-2520.3195911148673
6,-2190.0521496454676,-2473.1385280478103
7,-2517.7478802025325,-2478.7146970671511
8,-2699.8197453410453,-2503.2819246531394
9,-2037.1848117061529,-2456.6722133584408
10,-2154.915524255794,-2429.2397870763821
11,-1979.0508720967835,-2391.7240441614153
12,-2841.5857255665996,-2426.3287888848913
13,-2171.3227588499162,-2408.1140724538213
14,-787.16407197666683,-2300.0507390886778
15,-2029.096961026509,-2283.1161279597923
16,-3645.8525560569688,-2363.2770943184496
17,-3185.0662212788629,-2408.9320458162506
18,-3354.1507375121246,-2458.6803980107702
19,-2172.2812104696545,-2444.3604386337147
20,-240.25928837222679,-2339.4032410022151
21,-2659.1961733189819,-2353.9392833802499
22,-2575.0496539247838,-2363.5527777517514
23,-3541.1666743339233,-2412.6200234426747
24,-2043.0312845671417,-2397.8364738876535
25,-1994.3519126325884,-2382.3178369163052
26,-3842.810655342621,-2436.4101635246875
27,-2267.1799019494092,-2430.3662256112843
28,-2802.7850227840268,-2443.2082530999996
29,-2029.4352556092001,-2429.4158198503064
30,-2743.1142388122048,-2439.5351236877873
31,-3294.522572882031,-2466.253481475107
32,-2215.5912582244432,-2458.6576565281175
33,-2035.2353761153058,-2446.2040600453875
34,-2081.4915129692927,-2435.7837015574992
35,-3171.221648477831,-2456.2125334163975
36,-1987.9078941402581,-2443.555651273799
37,-3429.545464642254,-2469.5027516256005
38,-1960.0457253610862,-2456.4397509521514
39,-1990.5872668256841,-2444.7934388489894
40,-2280.407988388451,-2440.7840376182448
41,-3385.6889205683551,-2463.2817729265807
42,-2201.6991813667692,-2457.1984568437942
43,-2609.567575690221,-2460.6613913630313
44,-2916.7436657343524,-2470.7965530157276
45,-2107.376196377616,-2462.8961104801165
46,-3291.7553824586048,-2480.5314141392332
47,-2804.113889748859,-2487.2727157144336
48,-2140.2694624669284,-2480.1910166685661
49,-2650.3738767660038,-2483.5946738705152
50,-3530.0303759606363,-2504.113020970321
51,-2040.5747582685583,-2495.1988236106718
52,-3718.6183557914683,-2518.2822110103098
53,-2625.5934566450114,-2520.2694562998408
54,-2165.7281432920108,-2513.8232506087897
55,-2438.0061585096887,-2512.4693739641625
56,-1973.5877566747713,-2503.0153105029449
57,-3295.767728595541,-2516.6834556424724
58,-2471.4375931404779,-2515.9165766170145
59,-3026.0932239062126,-2524.419520738501
60,-2793.8310835223419,-2528.8361037349578
61,-2376.9547384707885,-2526.3864042952132
62,-823.22535514896754,-2499.3521019278119
63,-1977.8443128989416,-2491.2035427242367
64,-3598.4022055896539,-2508.2373683067817
65,-3180.1480534956281,-2518.4178332338852
66,-2449.0281241681869,-2517.3821659343976
67,-2179.2948385270756,-2512.4102934725252
68,-1974.2703737532599,-2504.6111642012315
69,-2704.7685447160461,-2507.4705553514432
70,-2936.9563889662554,-2513.519651599539
71,-2496.8362202264357,-2513.2879372749126
72,-2011.5353307342175,-2506.4146138976425
73,-4206.8070768739826,-2529.3928904243498
74,-2179.5937688201852,-2524.7289021362944
75,-3214.5184135855179,-2533.8050799185212
76,-2063.694491313352,-2527.6997475989738
77,-3426.8936332358821,-2539.2278743379088
78,-2349.8806150017467,-2536.8310735868181
79,-2096.8562557089272,-2531.3313883633441
80,-2895.8350887483052,-2535.8314340471088
81,-3392.2654019083184,-2546.2757507283432
82,-2049.7609718421554,-2540.29364495863
83,-2029.3493175123065,-2534.2109743937931
84,-1830.4862368130209,-2525.9318598340192
85,-2046.8477244012631,-2520.3611140731732
86,-2580.2553315234281,-2521.0495533542107
87,-2143.4468890379958,-2516.7586139869809
88,-2915.4806839006742,-2521.238637244438
89,-1964.8193652778871,-2515.0562008892543
90,-2591.3637624292351,-2515.8947455215616
91,-2141.4207037935917,-2511.8243755027793
92,-2240.0737432621149,-2508.9023256937403
93,-2323.3441015498479,-2506.9283020326347
94,-4351.0659946612295,-2526.3402777445149
95,-2074.7487158729605,-2521.6361989750189
96,-2012.8875179206525,-2516.3913672115723
97,-2091.0623450862226,-2512.0512751490687
98,-2181.5764345909515,-2508.7131454464611
99,-4396.3826846837383,-2527.5898408388339
